RentalID,VehicleID,LocationID,ReturnLocationID,StartDate,EndDate,ActualReturnDate,RentalDays,DailyRate,TotalAmount,Status,BookingDate,CustomerType,PaymentStatus,DiscountAmount,TaxAmount,InsuranceAmount,ExtraFees,CreatedDate,ModifiedDate
2103,20,1,1,2023-04-17,2023-04-17,NULL,1,1023.17,1023.17,Completed,2023-03-27 00:00:00.0000000,Corporate,Paid,0.00,274.75,142.87,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2104,6,2,2,2022-10-21,2022-10-22,NULL,2,379.05,758.10,Completed,2022-10-06 00:00:00.0000000,Individual,Paid,0.00,199.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2105,45,1,1,2022-11-12,2022-11-13,NULL,2,873.24,1746.48,Completed,2022-11-02 00:00:00.0000000,Corporate,Paid,0.00,574.50,229.80,170.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2106,12,1,1,2023-07-30,2023-08-01,NULL,3,879.60,2638.80,Completed,2023-07-10 00:00:00.0000000,Individual,Paid,0.00,464.25,297.12,103.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2107,25,1,1,2020-03-17,2020-03-17,NULL,1,1372.03,1372.03,Completed,2020-03-10 00:00:00.0000000,Corporate,Paid,227.88,474.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2108,4,57,57,2025-07-11,2025-07-12,NULL,2,471.80,943.60,Completed,2025-05-30 00:00:00.0000000,Government,Paid,0.00,159.50,121.22,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2109,16,5,5,2025-07-15,2025-07-15,NULL,1,1329.62,1329.62,Completed,2025-06-24 00:00:00.0000000,Individual,Paid,0.00,224.75,125.86,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2110,16,1,1,2021-09-13,2021-09-13,NULL,1,970.92,970.92,Cancelled,2021-08-25 00:00:00.0000000,Individual,Paid,0.00,224.75,89.90,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2111,50,4,4,2021-05-10,2021-05-10,NULL,1,599.27,599.27,Completed,2021-04-16 00:00:00.0000000,Corporate,Paid,17.37,144.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2112,39,2,2,2020-12-30,2020-12-31,NULL,2,703.04,1406.07,Completed,2020-12-28 00:00:00.0000000,Corporate,Refunded,147.04,459.50,257.32,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2113,8,5,5,2023-04-23,2023-04-25,NULL,3,418.02,1254.06,Cancelled,2023-04-13 00:00:00.0000000,Corporate,Paid,188.58,336.75,134.70,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2114,50,3,60,2022-03-12,2022-03-14,NULL,3,467.54,1402.63,Cancelled,2022-02-09 00:00:00.0000000,Corporate,Paid,0.00,434.25,312.66,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2115,26,3,3,2023-02-21,2023-02-21,NULL,1,241.82,241.82,Completed,2023-02-12 00:00:00.0000000,Individual,Paid,0.00,82.25,46.06,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2116,14,4,4,2023-10-30,2023-11-02,NULL,4,665.42,2661.68,Completed,2023-10-09 00:00:00.0000000,Corporate,Paid,0.00,679.00,298.76,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2117,50,74,74,2022-10-02,2022-10-02,NULL,1,550.05,550.05,Completed,2022-09-14 00:00:00.0000000,Corporate,Paid,11.58,144.75,92.64,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2118,34,1,43,2022-03-04,2022-03-05,NULL,2,669.42,1338.84,Completed,2022-02-21 00:00:00.0000000,Individual,Paid,0.00,414.50,0.00,71.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2119,14,1,1,2022-06-13,2022-06-14,NULL,2,870.82,1741.64,Completed,2022-06-04 00:00:00.0000000,Individual,Refunded,0.00,339.50,217.28,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2120,20,1,1,2022-08-10,2022-08-10,NULL,1,1461.67,1461.67,Cancelled,2022-07-01 00:00:00.0000000,Individual,Failed,0.00,274.75,0.00,145.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2121,30,4,4,2023-02-12,2023-02-13,NULL,2,462.32,924.63,Completed,2023-01-22 00:00:00.0000000,Individual,Paid,0.00,314.50,226.44,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2122,3,4,4,2024-05-28,2024-05-29,NULL,2,332.35,664.70,Completed,2024-05-11 00:00:00.0000000,Individual,Paid,0.00,144.50,75.14,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2123,11,1,1,2022-12-06,2022-12-06,NULL,1,512.15,512.15,Completed,2022-11-21 00:00:00.0000000,Individual,Refunded,0.00,149.75,83.86,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2124,26,5,5,2023-07-27,2023-07-27,NULL,1,467.51,467.51,Completed,2023-07-25 00:00:00.0000000,Individual,Paid,3.29,82.25,39.48,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2125,9,3,3,2024-05-27,2024-05-28,NULL,2,550.85,1101.70,Cancelled,2024-05-17 00:00:00.0000000,Individual,Paid,0.00,239.50,95.80,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2126,49,4,4,2024-01-30,2024-02-04,NULL,6,370.30,2221.80,Completed,2024-01-12 00:00:00.0000000,Individual,Paid,31.74,793.50,571.32,180.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2127,41,1,1,2023-02-19,2023-02-19,NULL,1,1028.27,1028.27,Completed,2023-01-14 00:00:00.0000000,Corporate,Paid,195.86,349.75,139.90,101.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2128,46,1,1,2023-11-14,2023-11-16,NULL,3,226.58,679.73,Completed,2023-10-25 00:00:00.0000000,Individual,Paid,0.00,216.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2129,11,2,2,2022-04-15,2022-04-16,NULL,2,540.60,1081.20,Completed,2022-04-05 00:00:00.0000000,Individual,Paid,47.92,299.50,155.74,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2130,49,2,2,2025-02-23,2025-02-23,NULL,1,404.69,404.69,Completed,2025-02-05 00:00:00.0000000,Corporate,Paid,42.32,132.25,0.00,164.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2131,36,2,2,2024-03-30,2024-04-04,NULL,6,594.15,3564.90,Cancelled,2024-02-26 00:00:00.0000000,Individual,Paid,0.00,1048.50,671.04,107.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2132,20,2,2,2021-05-28,2021-05-28,NULL,1,1137.47,1137.47,Completed,2021-05-22 00:00:00.0000000,Corporate,Paid,65.94,274.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2133,49,2,2,2025-05-06,2025-05-06,NULL,1,620.52,620.52,Completed,2025-05-05 00:00:00.0000000,Individual,Paid,0.00,132.25,84.64,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2134,26,4,4,2023-11-16,2023-11-17,NULL,2,257.94,515.87,Completed,2023-11-03 00:00:00.0000000,Individual,Paid,0.00,164.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2135,34,2,2,2021-04-22,2021-04-23,NULL,2,708.80,1417.59,Completed,2021-04-06 00:00:00.0000000,Corporate,Paid,49.74,414.50,165.80,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2136,43,2,2,2022-12-20,2022-12-21,NULL,2,1110.65,2221.29,Completed,2022-12-03 00:00:00.0000000,Corporate,Paid,0.00,649.50,0.00,188.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2137,42,2,2,2023-01-02,2023-01-03,NULL,2,1165.51,2331.03,Completed,2022-12-28 00:00:00.0000000,Corporate,Paid,0.00,849.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2138,35,3,3,2022-02-26,2022-02-27,NULL,2,854.29,1708.58,Completed,2022-02-05 00:00:00.0000000,Individual,Refunded,0.00,599.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2139,30,4,4,2022-08-08,2022-08-09,NULL,2,836.57,1673.14,Completed,2022-07-29 00:00:00.0000000,Individual,Paid,0.00,314.50,0.00,91.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2140,19,6,6,2024-03-30,2024-03-31,NULL,2,832.15,1664.30,Completed,2024-03-20 00:00:00.0000000,Corporate,Refunded,97.90,489.50,372.02,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2141,43,4,4,2021-06-28,2021-06-30,NULL,3,1578.29,4734.86,Completed,2021-06-23 00:00:00.0000000,Corporate,Paid,0.00,974.25,467.64,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2142,17,2,2,2024-07-03,2024-07-04,NULL,2,1332.55,2665.10,No Show,2024-06-15 00:00:00.0000000,Individual,Paid,0.00,459.50,0.00,203.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2143,18,1,1,2025-06-06,2025-06-07,NULL,2,1306.77,2613.55,Completed,2025-05-20 00:00:00.0000000,Individual,Paid,0.00,474.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2144,14,3,3,2021-11-13,2021-11-15,NULL,3,488.88,1466.64,Completed,2021-11-08 00:00:00.0000000,Corporate,Paid,203.70,509.25,387.03,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2145,14,3,3,2020-10-29,2020-10-29,NULL,1,577.15,577.15,Completed,2020-10-17 00:00:00.0000000,Government,Paid,0.00,169.75,67.90,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2146,5,2,67,2021-07-15,2021-07-16,NULL,2,390.20,780.39,Completed,2021-07-08 00:00:00.0000000,Individual,Paid,11.96,149.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2147,15,5,5,2025-07-22,2025-07-22,NULL,1,1033.82,1033.82,Completed,2025-07-21 00:00:00.0000000,Corporate,Paid,27.96,174.75,118.83,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2148,16,5,5,2023-06-23,2023-06-25,NULL,3,1189.38,3568.13,Completed,2023-06-16 00:00:00.0000000,Corporate,Paid,80.91,674.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2149,3,3,3,2023-09-12,2023-09-16,NULL,5,339.86,1699.32,Completed,2023-09-05 00:00:00.0000000,Corporate,Paid,144.50,361.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2150,33,2,2,2025-05-11,2025-05-12,NULL,2,1031.07,2062.13,Completed,2025-04-19 00:00:00.0000000,Corporate,Paid,193.38,439.50,334.02,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2151,42,4,4,2024-07-10,2024-07-10,NULL,1,2463.55,2463.55,Completed,2024-07-02 00:00:00.0000000,Individual,Paid,0.00,424.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2152,25,1,1,2023-01-16,2023-01-16,NULL,1,1302.71,1302.71,Completed,2023-01-09 00:00:00.0000000,Corporate,Paid,0.00,474.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2153,22,5,5,2024-03-21,2024-03-22,NULL,2,1359.15,2718.30,Completed,2024-03-17 00:00:00.0000000,Individual,Paid,0.00,799.50,607.62,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2154,23,1,35,2022-06-07,2022-06-09,NULL,3,1986.59,5959.78,Cancelled,2022-04-13 00:00:00.0000000,Individual,Paid,0.00,1161.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2155,19,3,3,2023-06-03,2023-06-03,NULL,1,1295.22,1295.22,Completed,2023-05-21 00:00:00.0000000,Individual,Paid,0.00,244.75,137.06,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2156,37,3,3,2024-12-07,2024-12-20,NULL,14,809.10,11327.40,Cancelled,2024-12-03 00:00:00.0000000,Individual,Paid,0.00,3146.50,1762.04,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2157,49,1,1,2022-10-04,2022-10-06,NULL,3,502.55,1507.65,Completed,2022-08-15 00:00:00.0000000,Corporate,Paid,0.00,396.75,301.53,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2158,2,4,50,2024-08-28,2024-08-29,NULL,2,418.60,837.20,Completed,2024-07-21 00:00:00.0000000,Individual,Refunded,0.00,149.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2159,13,2,2,2024-02-10,2024-02-14,NULL,5,486.75,2433.75,Completed,2024-02-06 00:00:00.0000000,Individual,Paid,0.00,811.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2160,11,4,4,2020-08-26,2020-08-28,NULL,3,712.81,2138.43,Completed,2020-08-05 00:00:00.0000000,Individual,Paid,0.00,449.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2161,17,2,2,2022-11-08,2022-11-08,NULL,1,698.44,698.44,Completed,2022-11-01 00:00:00.0000000,Individual,Paid,0.00,229.75,137.85,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2162,8,6,6,2023-02-23,2023-03-01,NULL,7,330.02,2310.11,Completed,2023-02-16 00:00:00.0000000,Individual,Paid,0.00,785.75,0.00,54.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2163,36,3,3,2024-12-07,2024-12-08,NULL,2,629.10,1258.20,Completed,2024-11-30 00:00:00.0000000,Corporate,Paid,0.00,349.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2164,34,4,4,2021-10-19,2021-10-19,NULL,1,746.10,746.10,Completed,2021-10-11 00:00:00.0000000,Corporate,Refunded,8.29,207.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2165,16,1,1,2023-12-20,2023-12-20,NULL,1,792.92,792.92,Completed,2023-12-14 00:00:00.0000000,Individual,Paid,0.00,224.75,116.87,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2166,32,3,3,2024-09-05,2024-09-05,NULL,1,1018.80,1018.80,Completed,2024-09-04 00:00:00.0000000,Individual,Paid,0.00,212.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2167,10,1,1,2022-05-25,2022-05-26,NULL,2,468.68,937.37,Completed,2022-05-07 00:00:00.0000000,Corporate,Paid,68.64,214.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2168,8,2,2,2023-07-24,2023-07-25,NULL,2,638.03,1276.06,Completed,2023-07-18 00:00:00.0000000,Individual,Paid,0.00,224.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2169,43,6,6,2021-12-28,2021-12-29,NULL,2,1052.19,2104.38,Completed,2021-12-15 00:00:00.0000000,Individual,Paid,25.98,649.50,415.68,89.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2170,6,3,3,2024-12-29,2024-12-29,NULL,1,359.10,359.10,Completed,2024-12-15 00:00:00.0000000,Individual,Paid,0.00,99.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2171,31,2,39,2024-06-04,2024-06-06,NULL,3,1078.65,3235.95,Completed,2024-05-24 00:00:00.0000000,Individual,Paid,0.00,599.25,263.67,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2172,1,4,4,2022-04-29,2022-04-29,NULL,1,269.85,269.85,Completed,2022-03-23 00:00:00.0000000,Corporate,Paid,0.00,74.75,0.00,214.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2173,3,3,3,2024-08-09,2024-08-10,NULL,2,404.60,809.20,Completed,2024-08-08 00:00:00.0000000,Individual,Paid,0.00,144.50,63.58,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2174,24,4,4,2025-04-20,2025-04-20,NULL,1,1597.88,1597.88,Completed,2025-04-17 00:00:00.0000000,Individual,Paid,0.00,412.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2175,6,6,6,2023-02-19,2023-02-21,NULL,3,293.27,879.80,Completed,2023-02-12 00:00:00.0000000,Corporate,Paid,0.00,299.25,203.49,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2176,3,3,3,2025-04-06,2025-04-07,NULL,2,280.04,560.08,Completed,2025-04-03 00:00:00.0000000,Individual,Paid,0.00,144.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2177,50,2,44,2020-12-13,2020-12-13,NULL,1,442.94,442.94,Completed,2020-12-09 00:00:00.0000000,Insurance,Paid,0.00,144.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2178,38,4,4,2023-05-28,2023-05-28,NULL,1,1069.52,1069.52,Completed,2023-05-26 00:00:00.0000000,Insurance,Paid,18.98,237.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2179,27,3,3,2020-10-23,2020-10-24,NULL,2,245.65,491.30,Completed,2020-09-14 00:00:00.0000000,Corporate,Refunded,0.00,144.50,86.70,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2180,26,3,29,2020-03-23,2020-03-27,NULL,5,237.70,1188.51,Completed,2020-03-19 00:00:00.0000000,Corporate,Refunded,0.00,411.25,0.00,177.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2181,29,2,2,2022-03-30,2022-03-31,NULL,2,297.97,595.94,Completed,2022-03-29 00:00:00.0000000,Individual,Paid,22.14,184.50,88.56,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2182,8,2,2,2020-03-20,2020-03-21,NULL,2,324.40,648.81,Completed,2020-03-13 00:00:00.0000000,Individual,Paid,0.00,224.50,170.62,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2183,44,1,1,2023-02-26,2023-02-26,NULL,1,881.27,881.27,Completed,2023-02-19 00:00:00.0000000,Corporate,Paid,0.00,299.75,227.81,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2184,30,3,3,2024-01-01,2024-01-05,NULL,5,440.30,2201.50,Completed,2023-12-29 00:00:00.0000000,Individual,Paid,0.00,786.25,534.65,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2185,2,6,2,2025-03-09,2025-03-09,NULL,1,259.23,259.23,Completed,2025-02-18 00:00:00.0000000,Individual,Paid,5.98,74.75,35.88,211.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2186,32,4,4,2024-07-08,2024-07-09,NULL,2,1231.05,2462.10,Completed,2024-06-12 00:00:00.0000000,Individual,Paid,0.00,424.50,203.76,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2187,27,4,4,2024-07-25,2024-07-26,NULL,2,419.05,838.10,Completed,2024-07-04 00:00:00.0000000,Corporate,Paid,0.00,144.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2188,17,2,2,2022-05-06,2022-05-08,NULL,3,1004.01,3012.02,Completed,2022-05-03 00:00:00.0000000,Individual,Paid,0.00,689.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2189,40,3,3,2024-12-25,2024-12-25,NULL,1,710.10,710.10,Completed,2024-12-24 00:00:00.0000000,Corporate,Paid,0.00,197.25,0.00,157.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2190,46,6,6,2020-05-25,2020-05-25,NULL,1,282.50,282.50,Completed,2020-05-15 00:00:00.0000000,Corporate,Paid,37.57,72.25,54.91,186.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2191,42,2,2,2022-07-10,2022-07-10,NULL,1,2340.37,2340.37,Completed,2022-06-20 00:00:00.0000000,Individual,Paid,0.00,424.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2192,29,5,5,2024-12-02,2024-12-04,NULL,3,332.10,996.30,Cancelled,2024-12-01 00:00:00.0000000,Individual,Paid,0.00,276.75,0.00,177.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2193,50,3,3,2023-06-15,2023-06-17,NULL,3,766.02,2298.05,Completed,2023-05-11 00:00:00.0000000,Individual,Paid,34.74,434.25,191.07,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2194,20,3,42,2022-10-04,2022-10-04,NULL,1,1044.05,1044.05,Completed,2022-09-27 00:00:00.0000000,Corporate,Paid,0.00,274.75,120.89,97.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2195,17,3,3,2025-01-17,2025-01-18,NULL,2,656.17,1312.33,Completed,2025-01-10 00:00:00.0000000,Corporate,Paid,55.14,459.50,349.22,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2196,15,3,3,2024-11-11,2024-11-13,NULL,3,559.20,1677.60,Completed,2024-10-25 00:00:00.0000000,Corporate,Paid,0.00,524.25,314.55,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2197,7,1,1,2024-09-14,2024-09-16,NULL,3,550.80,1652.40,Completed,2024-09-12 00:00:00.0000000,Individual,Paid,0.00,344.25,151.47,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2198,28,1,1,2023-11-17,2023-11-17,NULL,1,304.98,304.98,Cancelled,2023-11-15 00:00:00.0000000,Individual,Refunded,0.00,97.25,54.46,195.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2199,20,6,6,2025-02-21,2025-02-21,NULL,1,840.74,840.74,Completed,2025-01-28 00:00:00.0000000,Corporate,Paid,0.00,274.75,109.90,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2200,3,4,4,2022-01-25,2022-01-26,NULL,2,192.19,384.37,Cancelled,2022-01-10 00:00:00.0000000,Corporate,Refunded,0.00,144.50,98.26,171.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2201,31,4,4,2021-08-15,2021-08-15,NULL,1,1006.74,1006.74,Completed,2021-08-13 00:00:00.0000000,Corporate,Paid,0.00,199.75,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2202,48,3,3,2021-09-30,2021-09-30,NULL,1,528.12,528.12,Completed,2021-09-17 00:00:00.0000000,Corporate,Paid,0.00,122.25,53.79,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2203,5,4,4,2025-01-08,2025-01-12,NULL,5,213.49,1067.43,Completed,2024-12-03 00:00:00.0000000,Individual,Paid,0.00,373.75,0.00,134.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2204,35,1,1,2023-09-15,2023-09-15,NULL,1,1410.02,1410.02,Completed,2023-09-07 00:00:00.0000000,Individual,Paid,0.00,299.75,155.87,172.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2205,4,5,5,2022-11-12,2022-11-12,NULL,1,242.44,242.44,Completed,2022-11-08 00:00:00.0000000,Government,Paid,9.57,79.75,41.47,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2206,22,6,6,2023-04-08,2023-04-09,NULL,2,1488.67,2977.34,Completed,2023-03-06 00:00:00.0000000,Individual,Paid,0.00,799.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2207,20,1,1,2020-05-18,2020-05-20,NULL,3,1074.27,3222.82,Completed,2020-05-12 00:00:00.0000000,Individual,Paid,0.00,824.25,329.70,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2208,9,3,3,2024-07-03,2024-07-04,NULL,2,694.55,1389.10,Completed,2024-06-26 00:00:00.0000000,Corporate,Refunded,0.00,239.50,162.86,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2209,14,3,18,2020-12-31,2021-01-01,NULL,2,519.44,1038.87,Completed,2020-12-27 00:00:00.0000000,Corporate,Paid,54.32,339.50,217.28,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2210,8,4,4,2022-07-23,2022-07-25,NULL,3,618.50,1855.49,Completed,2022-07-16 00:00:00.0000000,Individual,Paid,0.00,336.75,0.00,170.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2211,3,5,5,2023-02-28,2023-02-28,NULL,1,212.42,212.42,Completed,2023-02-26 00:00:00.0000000,Corporate,Paid,0.00,72.25,49.13,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2212,10,4,4,2025-07-10,2025-07-10,NULL,1,634.49,634.49,Completed,2025-06-20 00:00:00.0000000,Corporate,Paid,0.00,107.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2213,40,1,1,2021-03-19,2021-03-19,NULL,1,603.59,603.59,Completed,2021-02-15 00:00:00.0000000,Corporate,Failed,71.01,197.25,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2214,12,3,3,2023-08-06,2023-08-06,NULL,1,849.27,849.27,Cancelled,2023-07-30 00:00:00.0000000,Individual,Paid,0.00,154.75,92.85,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2215,39,7,7,2021-05-30,2021-05-31,NULL,2,951.17,1902.33,Completed,2021-05-28 00:00:00.0000000,Individual,Paid,0.00,459.50,220.56,73.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2216,35,1,1,2022-06-13,2022-06-13,NULL,1,1537.72,1537.72,Completed,2022-06-04 00:00:00.0000000,Individual,Paid,0.00,299.75,203.83,53.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2217,22,4,4,2024-05-05,2024-05-05,NULL,1,1838.85,1838.85,Completed,2024-04-17 00:00:00.0000000,Corporate,Paid,0.00,399.75,271.83,159.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2218,36,2,2,2025-02-16,2025-02-16,NULL,1,534.74,534.74,Completed,2025-02-04 00:00:00.0000000,Individual,Paid,0.00,174.75,125.82,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
2219,4,4,4,2024-05-31,2024-06-01,NULL,2,366.85,733.70,Completed,2024-04-21 00:00:00.0000000,Individual,Paid,0.00,159.50,0.00,0.00,2026-02-18 20:51:58.1666667,2026-02-18 20:51:58.1666667
